Biblioteca 'Biblioteca Universitara Suceava' initiata.
Autor nou adaugat: Leo Tolstoy
Autor nou adaugat: Ernest Hemingway
Autor nou adaugat: Umberto Eco
Autor nou adaugat: Haruki Murakami
Autor nou adaugat: Gabriel Garcia Marquez
Autor nou adaugat: Paulo Coelho
Autor nou adaugat: Charles Dickens
Autor nou adaugat: Jane Austen
Autor nou adaugat: Oscar Wilde
Autor nou adaugat: John Grisham
Autor nou adaugat: Agatha Christie
Autor nou adaugat: Dan Brown
Autor nou adaugat: Stieg Larsson
Autor nou adaugat: Lee Child
Autor nou adaugat: Mihai Eminescu
Autor nou adaugat: Ion Creanga
Autor nou adaugat: Ion Luca Caragiale
Autor nou adaugat: Liviu Rebreanu
Autor nou adaugat: Mihail Sadoveanu
Autor nou adaugat: Marin Preda
Autor nou adaugat: Mircea Cartarescu
Autor nou adaugat: Lucian Blaga
Autor nou adaugat: Mircea Eliade
Autor nou adaugat: Camil Petrescu
Autor nou adaugat: Nicolae Steinhardt
Autor nou adaugat: Orson Scott Card
Autor nou adaugat: Andy Weir
Autor nou adaugat: Dan Simmons
Autor nou adaugat: Neal Stephenson
Autor nou adaugat: Gillian Flynn
Autor nou adaugat: Alex Michaelides
Autor nou adaugat: Antoine de Saint-Exupery
Autor nou adaugat: Diana Gabaldon
Autor nou adaugat: Stephenie Meyer
Autor nou adaugat: Suzanne Collins
Autor nou adaugat: Rick Riordan
Autor nou adaugat: Jodi Picoult
Autor nou adaugat: Markus Zusak
Autor nou adaugat: Khaled Hosseini
Autor nou adaugat: Dennis Lehane
Autor nou adaugat: Cormac McCarthy
Autor nou adaugat: Margaret Atwood
Autor nou adaugat: Kazuo Ishiguro
Autor nou adaugat: John le Carre
Autor nou adaugat: Ken Follett
Autor nou adaugat: Bernard Cornwell
Autor nou adaugat: Jasper Fforde
Autor nou adaugat: Annie Proulx
Autor nou adaugat: Paul Auster
Autor nou adaugat: Orhan Pamuk
Autor nou adaugat: Gunter Grass
Autor nou adaugat: Alberto Moravia
Autor nou adaugat: Italo Calvino
Autor nou adaugat: Charles Bukowski
Autor nou adaugat: Jack Kerouac
Autor nou adaugat: J.D. Salinger
Autor nou adaugat: F. Scott Fitzgerald
Autor nou adaugat: William Faulkner
Autor nou adaugat: John Steinbeck
Autor nou adaugat: Bram Stoker
Autor nou adaugat: Mary Shelley
Autor nou adaugat: H.P. Lovecraft
Autor nou adaugat: Shirley Jackson
Autor nou adaugat: Lionel Shriver
Autor nou adaugat: B.A. Paris
Autor nou adaugat: Clive Barker
Autor nou adaugat: Harper Lee
Autor nou adaugat: Ernest Cline
Autor nou adaugat: Martha Wells
Autor nou adaugat: James S.A. Corey
Autor nou adaugat: John Scalzi
Autor nou adaugat: Becky Chambers
Autor nou adaugat: Jeff VanderMeer
Autor nou adaugat: Charlotte Bronte
Autor nou adaugat: Emily Bronte
Autor nou adaugat: Daphne du Maurier
Autor nou adaugat: Patrick Suskind
Autor nou adaugat: Laura Esquivel
Autor nou adaugat: Isabel Allende
Autor nou adaugat: Joseph Heller
Autor nou adaugat: Kurt Vonnegut
Autor nou adaugat: Claudiu Tataru
Autor nou adaugat: Matei Calinescu
Autor nou adaugat: Barbu Eugen
Autor nou adaugat: Robert C. Martin
Autor nou adaugat: Erich Gamma
Autor nou adaugat: Martin Fowler
Autor nou adaugat: Donald Knuth
Autor nou adaugat: Bjarne Stroustrup
Autor nou adaugat: Brian Kernighan
Autor nou adaugat: Andrew Tanenbaum
Autor nou adaugat: Thomas Cormen
Autor nou adaugat: Scott Meyers
Autor nou adaugat: Andrew Hunt
Autor nou adaugat: Mark Lutz
Autor nou adaugat: Eric Evans
Autor nou adaugat: Stephen Prata
Autor nou adaugat: Anthony Williams
Autor nou adaugat: Andrei Alexandrescu
Autor nou adaugat: Ivan Cukic
Autor nou adaugat: David Vandevoorde
Autor nou adaugat: Michael Dawson
Autor nou adaugat: Luciano Ramalho
Autor nou adaugat: Al Sweigart
Autor nou adaugat: David Beazley
Autor nou adaugat: Charles Severance
Autor nou adaugat: Dan Bader
Autor nou adaugat: Paul Barry
Autor nou adaugat: Sebastian Raschka
Autor nou adaugat: Steven Skiena
Autor nou adaugat: Gayle McDowell
Autor nou adaugat: Steven Halim
Autor nou adaugat: Joshua Bloch
Autor nou adaugat: Kathy Sierra
Autor nou adaugat: Herbert Schildt
Autor nou adaugat: Craig Walls
Autor nou adaugat: Aurelien Geron
Autor nou adaugat: Ian Goodfellow
Autor nou adaugat: Christopher Bishop
Autor nou adaugat: Richard Sutton
Autor nou adaugat: Wes McKinney
Autor nou adaugat: Joel Grus
Autor nou adaugat: Steven Bird
Autor nou adaugat: Daniel Jurafsky
Autor nou adaugat: Richard Szeliski
Autor nou adaugat: Thushan Madhavan
Autor nou adaugat: Steve McConnell
Autor nou adaugat: Eric Freeman
Autor nou adaugat: Kent Beck
Autor nou adaugat: W. Richard Stevens
Autor nou adaugat: William Shotts
Autor nou adaugat: Robert Love
Autor nou adaugat: Sam Newman
Autor nou adaugat: Marko Luksa
Autor nou adaugat: Nigel Poulton
Autor nou adaugat: Betsy Beyer
Autor nou adaugat: Gene Kim
Autor nou adaugat: Scott Chacon
Autor nou adaugat: Andreas Wittig
Autor nou adaugat: Martin Kleppmann
Autor nou adaugat: Abraham Silberschatz
Autor nou adaugat: Baron Schwartz
Autor nou adaugat: Kristina Chodorow
Autor nou adaugat: Jon Erickson
Autor nou adaugat: Bruce Schneier
Autor nou adaugat: Weidman Georgia
Autor nou adaugat: Dafydd Stuttard
Autor nou adaugat: Douglas Crockford
Autor nou adaugat: Marijn Haverbeke
Autor nou adaugat: Alex Banks
Autor nou adaugat: Jon Duckett
Autor nou adaugat: Mario Casciaro
Autor nou adaugat: Yakov Fain
Autor nou adaugat: Erik Hanchett
Autor nou adaugat: Jeremy Wilken
Autor nou adaugat: Jason Gregory
Autor nou adaugat: Tomas Akenine-Moller
Autor nou adaugat: Simon Monk
Autor nou adaugat: Jim Blandy
Autor nou adaugat: Steve Klabnik
Autor nou adaugat: Alan Donovan
Autor nou adaugat: Charles Calvert
Autor nou adaugat: Fred Brooks
Autor nou adaugat: John Sonmez
Autor nou adaugat: Camille Fournier
Autor nou adaugat: Will Larson
Autor nou adaugat: Alex Xu
Autor nou adaugat: John Ousterhout
Autor nou adaugat: David Patterson
Autor nou adaugat: David Harris
Autor nou adaugat: Harold Abelson
Autor nou adaugat: Gwen Shapira
Autor nou adaugat: Bill Chambers
Autor nou adaugat: Tom White
Autor nou adaugat: Matthew Hinman
Autor nou adaugat: Elecia White
Autor nou adaugat: Matt Bishop
Autor nou adaugat: Moritz Wulfken
Autor nou adaugat: Valentina Ozturk
Autor nou adaugat: David Foster
Autor nou adaugat: Noah Gift
Autor nou adaugat: Matt Butcher
Autor nou adaugat: Jack Hidary
Autor nou adaugat: Daniel Drescher
Autor nou adaugat: Andreas Antonopoulos
Autor nou adaugat: Joe Conway
Autor nou adaugat: Bill Hardy
Autor nou adaugat: Eric Windmill
Autor nou adaugat: Chris Richardson
Autor nou adaugat: Samer Buna
Autor nou adaugat: Mark Masse
Autor nou adaugat: Autori Colectiv
Autor nou adaugat: J.K. Rowling
Autor nou adaugat: Roald Dahl
Autor nou adaugat: C.S. Lewis
Autor nou adaugat: Hans Christian Andersen
Autor nou adaugat: Jacob Grimm
Autor nou adaugat: Petre Ispirescu
Autor nou adaugat: A.A. Milne
Autor nou adaugat: Astrid Lindgren
Autor nou adaugat: Rudyard Kipling
Autor nou adaugat: Lewis Carroll
Autor nou adaugat: J.M. Barrie
Autor nou adaugat: Carlo Collodi
Autor nou adaugat: Johanna Spyri
Autor nou adaugat: Daniel Defoe
Autor nou adaugat: Mark Twain
Autor nou adaugat: Robert Louis Stevenson
Autor nou adaugat: Miguel de Cervantes
Autor nou adaugat: Jonathan Swift
Autor nou adaugat: Erich Kastner
Autor nou adaugat: H.G. Wells
Autor nou adaugat: Jeff Kinney
Autor nou adaugat: Geronimo Stilton
Autor nou adaugat: Louisa May Alcott
Autor nou adaugat: Hector Malot
Autor nou adaugat: Miron Costin
Autor nou adaugat: Grigore Ureche
Autor nou adaugat: Dimitrie Cantemir
Autor nou adaugat: Cronicar Necunoscut
Autor nou adaugat: Traducator Necunoscut
Autor nou adaugat: Calugar Necunoscut
Autor nou adaugat: Mitropolit Varlaam
Autor nou adaugat: Logofat Eustratie
Autor nou adaugat: Mitropolit Dosoftei
[Staff] Carte adaugata: Dune [ISBN-F001]
[Staff] Carte adaugata: Dune Messia [ISBN-F002]
[Staff] Carte adaugata: Children of Dune [ISBN-F003]
[Staff] Carte adaugata: Dune God Emperor [ISBN-F004]
[Staff] Carte adaugata: Stapanul Inelelor: Fratia Inelului [ISBN-F005]
[Staff] Carte adaugata: Stapanul Inelelor: Cele Doua Turnuri [ISBN-F006]
[Staff] Carte adaugata: Stapanul Inelelor: Intoarcerea Regelui [ISBN-F007]
[Staff] Carte adaugata: Hobbitul [ISBN-F008]
[Staff] Carte adaugata: Silmarillion [ISBN-F009]
[Staff] Carte adaugata: 1984 [ISBN-F010]
[Staff] Carte adaugata: Ferma Animalelor [ISBN-F011]
[Staff] Carte adaugata: Minunata Lume Noua [ISBN-F012]
[Staff] Carte adaugata: Foundation [ISBN-F013]
[Staff] Carte adaugata: Foundation and Empire [ISBN-F014]
[Staff] Carte adaugata: Second Foundation [ISBN-F015]
[Staff] Carte adaugata: I Robot [ISBN-F016]
[Staff] Carte adaugata: 2001 A Space Odyssey [ISBN-F017]
[Staff] Carte adaugata: Rendezvous with Rama [ISBN-F018]
[Staff] Carte adaugata: Do Androids Dream of Electric Sheep [ISBN-F019]
[Staff] Carte adaugata: The Man in the High Castle [ISBN-F020]
[Staff] Carte adaugata: Fahrenheit 451 [ISBN-F021]
[Staff] Carte adaugata: Neuromancer [ISBN-F022]
[Staff] Carte adaugata: American Gods [ISBN-F023]
[Staff] Carte adaugata: Good Omens [ISBN-F024]
[Staff] Carte adaugata: The Colour of Magic [ISBN-F025]
[Staff] Carte adaugata: Guards Guards [ISBN-F026]
[Staff] Carte adaugata: Hitchhikers Guide to the Galaxy [ISBN-F027]
[Staff] Carte adaugata: The Shining [ISBN-F028]
[Staff] Carte adaugata: It [ISBN-F029]
[Staff] Carte adaugata: Pet Sematary [ISBN-F030]
[Staff] Carte adaugata: Misery [ISBN-F031]
[Staff] Carte adaugata: The Stand [ISBN-F032]
[Staff] Carte adaugata: A Game of Thrones [ISBN-F033]
[Staff] Carte adaugata: A Clash of Kings [ISBN-F034]
[Staff] Carte adaugata: A Storm of Swords [ISBN-F035]
[Staff] Carte adaugata: The Final Empire [ISBN-F036]
[Staff] Carte adaugata: The Well of Ascension [ISBN-F037]
[Staff] Carte adaugata: The Hero of Ages [ISBN-F038]
[Staff] Carte adaugata: The Way of Kings [ISBN-F039]
[Staff] Carte adaugata: The Name of the Wind [ISBN-F040]
[Staff] Carte adaugata: The Wise Mans Fear [ISBN-F041]
[Staff] Carte adaugata: The Blade Itself [ISBN-F042]
[Staff] Carte adaugata: Before They Are Hanged [ISBN-F043]
[Staff] Carte adaugata: The Eye of the World [ISBN-F044]
[Staff] Carte adaugata: Enders Game [ISBN-F045]
[Staff] Carte adaugata: The Martian [ISBN-F046]
[Staff] Carte adaugata: Project Hail Mary [ISBN-F047]
[Staff] Carte adaugata: Hyperion [ISBN-F048]
[Staff] Carte adaugata: Snow Crash [ISBN-F049]
[Staff] Carte adaugata: Les Miserables [ISBN-F050]
[Staff] Carte adaugata: Notre-Dame de Paris [ISBN-F051]
[Staff] Carte adaugata: Cei trei muschetari [ISBN-F052]
[Staff] Carte adaugata: Contele de Monte Cristo vol 1 [ISBN-F053]
[Staff] Carte adaugata: Contele de Monte Cristo vol 2 [ISBN-F054]
[Staff] Carte adaugata: 20000 de leghe sub mari [ISBN-F055]
[Staff] Carte adaugata: Ocolul pamantului in 80 de zile [ISBN-F056]
[Staff] Carte adaugata: Strainul [ISBN-F057]
[Staff] Carte adaugata: Ciuma [ISBN-F058]
[Staff] Carte adaugata: Procesul [ISBN-F059]
[Staff] Carte adaugata: Metamorfoza [ISBN-F060]
[Staff] Carte adaugata: Siddhartha [ISBN-F061]
[Staff] Carte adaugata: Lupul de stepa [ISBN-F062]
[Staff] Carte adaugata: Pe frontul de vest nimic nou [ISBN-F063]
[Staff] Carte adaugata: Arc de triumf [ISBN-F064]
[Staff] Carte adaugata: Scrisoare catre o necunoscuta [ISBN-F065]
[Staff] Carte adaugata: Crime and Punishment [ISBN-F066]
[Staff] Carte adaugata: The Brothers Karamazov [ISBN-F067]
[Staff] Carte adaugata: War and Peace [ISBN-F068]
[Staff] Carte adaugata: Anna Karenina [ISBN-F069]
[Staff] Carte adaugata: Batranul si marea [ISBN-F070]
[Staff] Carte adaugata: Adio arme [ISBN-F071]
[Staff] Carte adaugata: Numele trandafirului [ISBN-F072]
[Staff] Carte adaugata: Norvegia Forest [ISBN-F073]
[Staff] Carte adaugata: 1Q84 vol 1 [ISBN-F074]
[Staff] Carte adaugata: Suta de ani de singuratate [ISBN-F075]
[Staff] Carte adaugata: Alchimistul [ISBN-F076]
[Staff] Carte adaugata: David Copperfield [ISBN-F077]
[Staff] Carte adaugata: Oliver Twist [ISBN-F078]
[Staff] Carte adaugata: Mandrie si prejudecata [ISBN-F079]
[Staff] Carte adaugata: Dorian Gray [ISBN-F080]
[Staff] Carte adaugata: The Firm [ISBN-F081]
[Staff] Carte adaugata: The Client [ISBN-F082]
[Staff] Carte adaugata: A Time to Kill [ISBN-F083]
[Staff] Carte adaugata: And Then There Were None [ISBN-F084]
[Staff] Carte adaugata: Murder on the Orient Express [ISBN-F085]
[Staff] Carte adaugata: The Da Vinci Code [ISBN-F086]
[Staff] Carte adaugata: The Girl with the Dragon Tattoo [ISBN-F087]
[Staff] Carte adaugata: Killing Floor [ISBN-F088]
[Staff] Carte adaugata: Gone Girl [ISBN-F089]
[Staff] Carte adaugata: The Silent Patient [ISBN-F090]
[Staff] Carte adaugata: Poezii [ISBN-F091]
[Staff] Carte adaugata: Amintiri din Copilarie [ISBN-F092]
[Staff] Carte adaugata: O Scrisoare Pierduta [ISBN-F093]
[Staff] Carte adaugata: Ion [ISBN-F094]
[Staff] Carte adaugata: Padurea Spanzuratilor [ISBN-F095]
[Staff] Carte adaugata: Baltagul [ISBN-F096]
[Staff] Carte adaugata: Morometii vol 1 [ISBN-F097]
[Staff] Carte adaugata: Morometii vol 2 [ISBN-F098]
[Staff] Carte adaugata: Nostalgia [ISBN-F099]
[Staff] Carte adaugata: Solenoid [ISBN-F100]
[Staff] Carte adaugata: Poemele luminii [ISBN-F101]
[Staff] Carte adaugata: Maitreyi [ISBN-F102]
[Staff] Carte adaugata: Ultima noapte de dragoste [ISBN-F103]
[Staff] Carte adaugata: Jurnalul fericirii [ISBN-F104]
[Staff] Carte adaugata: Micul Print [ISBN-F105]
[Staff] Carte adaugata: The Handmaid Tale [ISBN-F106]
[Staff] Carte adaugata: Alias Grace [ISBN-F107]
[Staff] Carte adaugata: Never Let Me Go [ISBN-F108]
[Staff] Carte adaugata: The Remains of the Day [ISBN-F109]
[Staff] Carte adaugata: The Road [ISBN-F110]
[Staff] Carte adaugata: No Country for Old Men [ISBN-F111]
[Staff] Carte adaugata: The Spy Who Came in from the Cold [ISBN-F112]
[Staff] Carte adaugata: Tinker Tailor Soldier Spy [ISBN-F113]
[Staff] Carte adaugata: The Pillars of the Earth [ISBN-F114]
[Staff] Carte adaugata: World Without End [ISBN-F115]
[Staff] Carte adaugata: Outlander [ISBN-F116]
[Staff] Carte adaugata: Dragonfly in Amber [ISBN-F117]
[Staff] Carte adaugata: Twilight [ISBN-F118]
[Staff] Carte adaugata: New Moon [ISBN-F119]
[Staff] Carte adaugata: Eclipse [ISBN-F120]
[Staff] Carte adaugata: The Hunger Games [ISBN-F121]
[Staff] Carte adaugata: Catching Fire [ISBN-F122]
[Staff] Carte adaugata: Mockingjay [ISBN-F123]
[Staff] Carte adaugata: The Lightning Thief [ISBN-F124]
[Staff] Carte adaugata: Sea of Monsters [ISBN-F125]
[Staff] Carte adaugata: The Titan Curse [ISBN-F126]
[Staff] Carte adaugata: Dracula [ISBN-F127]
[Staff] Carte adaugata: Frankenstein [ISBN-F128]
[Staff] Carte adaugata: The Call of Cthulhu [ISBN-F129]
[Staff] Carte adaugata: Haunting of Hill House [ISBN-F130]
[Staff] Carte adaugata: We Need to Talk About Kevin [ISBN-F131]
[Staff] Carte adaugata: Behind Closed Doors [ISBN-F132]
[Staff] Carte adaugata: The Kite Runner [ISBN-F133]
[Staff] Carte adaugata: A Thousand Splendid Suns [ISBN-F134]
[Staff] Carte adaugata: The Thief of Always [ISBN-F135]
[Staff] Carte adaugata: The Book Thief [ISBN-F136]
[Staff] Carte adaugata: My Sisters Keeper [ISBN-F137]
[Staff] Carte adaugata: Change of Heart [ISBN-F138]
[Staff] Carte adaugata: Mystic River [ISBN-F139]
[Staff] Carte adaugata: Gone Baby Gone [ISBN-F140]
[Staff] Carte adaugata: The Great Gatsby [ISBN-F141]
[Staff] Carte adaugata: The Catcher in the Rye [ISBN-F142]
[Staff] Carte adaugata: On the Road [ISBN-F143]
[Staff] Carte adaugata: Post Office [ISBN-F144]
[Staff] Carte adaugata: Ham on Rye [ISBN-F145]
[Staff] Carte adaugata: The Grapes of Wrath [ISBN-F146]
[Staff] Carte adaugata: Of Mice and Men [ISBN-F147]
[Staff] Carte adaugata: East of Eden [ISBN-F148]
[Staff] Carte adaugata: The Sound and the Fury [ISBN-F149]
[Staff] Carte adaugata: To Kill a Mockingbird [ISBN-F150]
[Staff] Carte adaugata: Ready Player One [ISBN-F151]
[Staff] Carte adaugata: All Systems Red [ISBN-F152]
[Staff] Carte adaugata: Leviathan Wakes [ISBN-F153]
[Staff] Carte adaugata: Caliban War [ISBN-F154]
[Staff] Carte adaugata: Old Mans War [ISBN-F155]
[Staff] Carte adaugata: The Long Way to a Small Angry Planet [ISBN-F156]
[Staff] Carte adaugata: Annihilation [ISBN-F157]
[Staff] Carte adaugata: Jane Eyre [ISBN-F158]
[Staff] Carte adaugata: Wuthering Heights [ISBN-F159]
[Staff] Carte adaugata: Rebecca [ISBN-F160]
[Staff] Carte adaugata: The Picture of Dorian Gray [ISBN-F161]
[Staff] Carte adaugata: Perfume Story of a Murderer [ISBN-F162]
[Staff] Carte adaugata: Like Water for Chocolate [ISBN-F163]
[Staff] Carte adaugata: The House of the Spirits [ISBN-F164]
[Staff] Carte adaugata: Love in the Time of Cholera [ISBN-F165]
[Staff] Carte adaugata: Catch-22 [ISBN-F166]
[Staff] Carte adaugata: Slaughterhouse Five [ISBN-F167]
[Staff] Carte adaugata: The Hitchhikers Guide Restaurant End Universe [ISBN-F168]
[Staff] Carte adaugata: Life the Universe and Everything [ISBN-F169]
[Staff] Carte adaugata: Orbitor Aripa Stanga [ISBN-F170]
[Staff] Carte adaugata: Orbitor Corpul [ISBN-F171]
[Staff] Carte adaugata: Evenimentul [ISBN-F172]
[Staff] Carte adaugata: Viata si Opiniile lui Zacharias Lichter [ISBN-F173]
[Staff] Carte adaugata: Groapa [ISBN-F174]
[Staff] Carte adaugata: Patul lui Procust [ISBN-F175]
[Staff] Carte adaugata: Clean Code [ISBN-T001]
[Staff] Carte adaugata: The C++ Programming Language [ISBN-T002]
[Staff] Carte adaugata: The C Programming Language [ISBN-T003]
[Staff] Carte adaugata: Effective C++ [ISBN-T004]
[Staff] Carte adaugata: Effective Modern C++ [ISBN-T005]
[Staff] Carte adaugata: C++ Primer Plus [ISBN-T006]
[Staff] Carte adaugata: C++ Concurrency in Action [ISBN-T007]
[Staff] Carte adaugata: Modern C++ Design [ISBN-T008]
[Staff] Carte adaugata: More Effective C++ [ISBN-T009]
[Staff] Carte adaugata: Functional Programming in C++ [ISBN-T010]
[Staff] Carte adaugata: C++ Templates The Complete Guide [ISBN-T011]
[Staff] Carte adaugata: Beginning C++ Through Game Programming [ISBN-T012]
[Staff] Carte adaugata: Learning Python [ISBN-T013]
[Staff] Carte adaugata: Fluent Python [ISBN-T014]
[Staff] Carte adaugata: Automate the Boring Stuff [ISBN-T015]
[Staff] Carte adaugata: Python Cookbook [ISBN-T016]
[Staff] Carte adaugata: Python for Everybody [ISBN-T017]
[Staff] Carte adaugata: Python Tricks [ISBN-T018]
[Staff] Carte adaugata: Head First Python [ISBN-T019]
[Staff] Carte adaugata: Python Machine Learning [ISBN-T020]
[Staff] Carte adaugata: Introduction to Algorithms [ISBN-T021]
[Staff] Carte adaugata: The Art of Computer Programming vol 1 [ISBN-T022]
[Staff] Carte adaugata: The Art of Computer Programming vol 2 [ISBN-T023]
[Staff] Carte adaugata: The Algorithm Design Manual [ISBN-T024]
[Staff] Carte adaugata: Cracking the Coding Interview [ISBN-T025]
[Staff] Carte adaugata: Competitive Programming [ISBN-T026]
[Staff] Carte adaugata: Effective Java [ISBN-T027]
[Staff] Carte adaugata: Head First Java [ISBN-T028]
[Staff] Carte adaugata: Java The Complete Reference [ISBN-T029]
[Staff] Carte adaugata: Spring in Action [ISBN-T030]
[Staff] Carte adaugata: Hands-On Machine Learning [ISBN-T031]
[Staff] Carte adaugata: Deep Learning [ISBN-T032]
[Staff] Carte adaugata: Pattern Recognition and ML [ISBN-T033]
[Staff] Carte adaugata: Reinforcement Learning [ISBN-T034]
[Staff] Carte adaugata: Python for Data Analysis [ISBN-T035]
[Staff] Carte adaugata: Data Science from Scratch [ISBN-T036]
[Staff] Carte adaugata: Natural Language Processing [ISBN-T037]
[Staff] Carte adaugata: Speech and Language Processing [ISBN-T038]
[Staff] Carte adaugata: Computer Vision [ISBN-T039]
[Staff] Carte adaugata: TensorFlow in Action [ISBN-T040]
[Staff] Carte adaugata: Design Patterns [ISBN-T041]
[Staff] Carte adaugata: Refactoring [ISBN-T042]
[Staff] Carte adaugata: Clean Architecture [ISBN-T043]
[Staff] Carte adaugata: The Pragmatic Programmer [ISBN-T044]
[Staff] Carte adaugata: Domain-Driven Design [ISBN-T045]
[Staff] Carte adaugata: Code Complete [ISBN-T046]
[Staff] Carte adaugata: Head First Design Patterns [ISBN-T047]
[Staff] Carte adaugata: Test Driven Development [ISBN-T048]
[Staff] Carte adaugata: Modern Operating Systems [ISBN-T049]
[Staff] Carte adaugata: Computer Networks [ISBN-T050]
[Staff] Carte adaugata: TCP/IP Illustrated vol 1 [ISBN-T051]
[Staff] Carte adaugata: The Linux Command Line [ISBN-T052]
[Staff] Carte adaugata: Linux Kernel Development [ISBN-T053]
[Staff] Carte adaugata: Building Microservices [ISBN-T054]
[Staff] Carte adaugata: Kubernetes in Action [ISBN-T055]
[Staff] Carte adaugata: Docker Deep Dive [ISBN-T056]
[Staff] Carte adaugata: Site Reliability Engineering [ISBN-T057]
[Staff] Carte adaugata: The Phoenix Project [ISBN-T058]
[Staff] Carte adaugata: Pro Git [ISBN-T059]
[Staff] Carte adaugata: AWS in Action [ISBN-T060]
[Staff] Carte adaugata: Designing Data-Intensive Applications [ISBN-T061]
[Staff] Carte adaugata: Database System Concepts [ISBN-T062]
[Staff] Carte adaugata: High Performance MySQL [ISBN-T063]
[Staff] Carte adaugata: MongoDB The Definitive Guide [ISBN-T064]
[Staff] Carte adaugata: Hacking The Art of Exploitation [ISBN-T065]
[Staff] Carte adaugata: Applied Cryptography [ISBN-T066]
[Staff] Carte adaugata: Penetration Testing [ISBN-T067]
[Staff] Carte adaugata: The Web Application Hackers Handbook [ISBN-T068]
[Staff] Carte adaugata: JavaScript The Good Parts [ISBN-T069]
[Staff] Carte adaugata: Eloquent JavaScript [ISBN-T070]
[Staff] Carte adaugata: Learning React [ISBN-T071]
[Staff] Carte adaugata: HTML and CSS Design and Build [ISBN-T072]
[Staff] Carte adaugata: Node.js Design Patterns [ISBN-T073]
[Staff] Carte adaugata: TypeScript Quickly [ISBN-T074]
[Staff] Carte adaugata: Vue.js in Action [ISBN-T075]
[Staff] Carte adaugata: Angular in Action [ISBN-T076]
[Staff] Carte adaugata: Game Engine Architecture [ISBN-T077]
[Staff] Carte adaugata: Real Time Rendering [ISBN-T078]
[Staff] Carte adaugata: Programming Arduino [ISBN-T079]
[Staff] Carte adaugata: Raspberry Pi Cookbook [ISBN-T080]
[Staff] Carte adaugata: Programming Rust [ISBN-T081]
[Staff] Carte adaugata: The Rust Programming Language [ISBN-T082]
[Staff] Carte adaugata: The Go Programming Language [ISBN-T083]
[Staff] Carte adaugata: Programming Go [ISBN-T084]
[Staff] Carte adaugata: The Mythical Man Month [ISBN-T085]
[Staff] Carte adaugata: Soft Skills [ISBN-T086]
[Staff] Carte adaugata: The Managers Path [ISBN-T087]
[Staff] Carte adaugata: An Elegant Puzzle [ISBN-T088]
[Staff] Carte adaugata: System Design Interview [ISBN-T089]
[Staff] Carte adaugata: A Philosophy of Software Design [ISBN-T090]
[Staff] Carte adaugata: Computer Architecture [ISBN-T091]
[Staff] Carte adaugata: Computer Organization and Design [ISBN-T092]
[Staff] Carte adaugata: Digital Design and Computer Architecture [ISBN-T093]
[Staff] Carte adaugata: Structure and Interpretation of Programs [ISBN-T094]
[Staff] Carte adaugata: Kafka The Definitive Guide [ISBN-T095]
[Staff] Carte adaugata: Spark The Definitive Guide [ISBN-T096]
[Staff] Carte adaugata: Hadoop The Definitive Guide [ISBN-T097]
[Staff] Carte adaugata: Elasticsearch in Action [ISBN-T098]
[Staff] Carte adaugata: Making Embedded Systems [ISBN-T099]
[Staff] Carte adaugata: Computer Security Art and Science [ISBN-T100]
[Staff] Carte adaugata: ChatGPT Prompt Engineering for Developers [ISBN-T101]
[Staff] Carte adaugata: Building LLM Powered Applications [ISBN-T102]
[Staff] Carte adaugata: Generative Deep Learning [ISBN-T103]
[Staff] Carte adaugata: Practical MLOps [ISBN-T104]
[Staff] Carte adaugata: Platform Engineering [ISBN-T105]
[Staff] Carte adaugata: Software Architecture Patterns [ISBN-T106]
[Staff] Carte adaugata: Quantum Computing An Applied Approach [ISBN-T107]
[Staff] Carte adaugata: Blockchain Basics [ISBN-T108]
[Staff] Carte adaugata: Web3 Development [ISBN-T109]
[Staff] Carte adaugata: iOS Programming The Big Nerd Ranch [ISBN-T110]
[Staff] Carte adaugata: Android Programming The Big Nerd Ranch [ISBN-T111]
[Staff] Carte adaugata: Flutter in Action [ISBN-T112]
[Staff] Carte adaugata: Microservices Patterns [ISBN-T113]
[Staff] Carte adaugata: GraphQL in Action [ISBN-T114]
[Staff] Carte adaugata: REST API Design Rulebook [ISBN-T115]
[Staff] Carte adaugata: Matematica cls 5 [ISBN-E001]
[Staff] Carte adaugata: Matematica cls 6 [ISBN-E002]
[Staff] Carte adaugata: Matematica cls 7 [ISBN-E003]
[Staff] Carte adaugata: Matematica cls 8 [ISBN-E004]
[Staff] Carte adaugata: Matematica cls 9 [ISBN-E005]
[Staff] Carte adaugata: Matematica cls 10 [ISBN-E006]
[Staff] Carte adaugata: Matematica cls 11 [ISBN-E007]
[Staff] Carte adaugata: Matematica cls 12 [ISBN-E008]
[Staff] Carte adaugata: Algebra liniara [ISBN-E009]
[Staff] Carte adaugata: Analiza matematica vol 1 [ISBN-E010]
[Staff] Carte adaugata: Analiza matematica vol 2 [ISBN-E011]
[Staff] Carte adaugata: Probabilitati si statistica [ISBN-E012]
[Staff] Carte adaugata: Culegere matematica cls 9-12 [ISBN-E013]
[Staff] Carte adaugata: Bacalaureat matematica [ISBN-E014]
[Staff] Carte adaugata: Matematica pentru olimpici [ISBN-E015]
[Staff] Carte adaugata: Calcul diferential si integral [ISBN-E016]
[Staff] Carte adaugata: Ecuatii diferentiale [ISBN-E017]
[Staff] Carte adaugata: Statistica Aplicata [ISBN-E018]
